,age,sex
14974,29.0,0
14975,21.0,1
14976,38.0,1
14977,0.0,1
14978,34.0,1
14979,2.0,0
14980,28.0,0
14981,13.0,1
14982,24.0,0
14983,24.0,1
14984,5.0,1
14985,14.0,0
14986,36.0,0
14987,9.0,0
14988,16.0,1
14989,3.0,0
14990,43.0,0
14991,12.0,1
14992,45.0,1
14993,28.0,1
14994,4.0,0
14995,45.0,1
14996,28.0,1
14997,13.0,1
14998,45.0,1
14999,24.0,1
15000,15.0,0
15001,23.0,1
15002,32.0,1
15003,36.0,0
15004,20.0,0
15005,10.0,1
15006,25.0,0
15007,14.0,0
15008,5.0,0
15009,21.0,1
15010,82.0,1
15011,39.0,0
15012,61.0,0
15013,25.0,1
15014,6.0,1
15015,22.0,1
15016,27.0,0
15017,50.0,1
15018,23.0,1
15019,2.0,1
15020,24.0,0
15021,35.0,1
15022,36.0,1
15023,26.0,0
15024,5.0,0
15025,16.0,0
15026,14.0,1
15027,13.0,0
15028,4.0,0
15029,29.0,0
15030,35.0,1
15031,24.0,0
15032,23.0,0
15033,18.0,0
15034,15.0,0
15035,53.0,1
15036,20.0,0
15037,3.0,1
15038,6.0,0
15039,21.0,0
15040,35.0,0
15041,34.0,1
15042,16.0,1
15043,3.0,1
15044,34.0,0
15045,37.0,0
15046,21.0,0
15047,22.0,1
15048,7.0,1
15049,32.0,1
15050,29.0,1
15051,20.0,0
15052,6.0,0
15053,40.0,1
15054,29.0,1
15055,48.0,1
15056,64.0,1
15057,22.0,0
15058,21.0,1
15059,36.0,0
15060,52.0,1
15061,19.0,1
15062,28.0,1
15063,40.0,1
15064,47.0,1
15065,28.0,1
15066,27.0,1
15067,3.0,0
15068,19.0,1
15069,16.0,1
15070,58.0,0
15071,29.0,0
15072,27.0,0
15073,39.0,0
15074,3.0,0
15075,37.0,1
15076,17.0,1
15077,54.0,0
15078,28.0,1
15079,23.0,1
15080,1.0,1
15081,57.0,1
15082,4.0,1
15083,24.0,1
15084,51.0,1
15085,59.0,1
15086,16.0,1
15087,30.0,0
15088,57.0,1
15089,44.0,0
15090,59.0,0
15091,12.0,0
15092,46.0,1
15093,42.0,1
15094,20.0,1
15095,48.0,0
15096,15.0,1
15097,37.0,0
15098,57.0,1
15099,9.0,0
15100,57.0,0
15101,15.0,0
15102,3.0,0
15103,12.0,1
15104,39.0,1
15105,55.0,0
15106,44.0,1
15107,6.0,0
15108,15.0,1
15109,13.0,0
15110,37.0,1
15111,21.0,0
15112,40.0,1
15113,47.0,0
15114,3.0,0
15115,16.0,0
15116,34.0,1
15117,30.0,0
15118,29.0,1
15119,26.0,0
15120,1.0,0
15121,25.0,0
15122,20.0,1
15123,2.0,1
15124,64.0,1
15125,46.0,0
15126,3.0,1
15127,7.0,1
15128,40.0,1
15129,37.0,0
15130,34.0,0
15131,9.0,1
15132,29.0,1
15133,18.0,0
15134,48.0,1
15135,2.0,0
15136,22.0,0
15137,66.0,1
15138,8.0,1
15139,25.0,1
15140,33.0,0
15141,28.0,0
15142,22.0,1
15143,24.0,0
15144,37.0,1
15145,20.0,1
15146,18.0,0
15147,8.0,1
15148,28.0,0
15149,49.0,1
15150,10.0,1
15151,66.0,1
15152,38.0,1
15153,25.0,1
15154,48.0,1
15155,3.0,1
15156,21.0,0
15157,24.0,0
15158,24.0,1
15159,1.0,0
15160,39.0,1
15161,48.0,1
15162,3.0,0
15163,32.0,0
15164,13.0,1
15165,50.0,0
15166,32.0,0
15167,30.0,1
15168,32.0,1
15169,43.0,0
15170,23.0,1
15171,36.0,1
15172,45.0,1
15173,15.0,1
15174,24.0,1
15175,29.0,1
15176,49.0,0
15177,45.0,0
15178,20.0,1
15179,37.0,0
15180,28.0,0
15181,12.0,1
15182,21.0,1
15183,10.0,0
15184,19.0,1
15185,36.0,0
15186,23.0,0
15187,16.0,1
15188,41.0,1
15189,34.0,0
15190,43.0,1
15191,4.0,0
15192,6.0,0
15193,22.0,0
15194,42.0,1
15195,3.0,0
15196,5.0,0
15197,62.0,1
15198,50.0,1
15199,5.0,1
15200,57.0,0
15201,20.0,0
15202,5.0,0
15203,27.0,0
15204,24.0,1
15205,34.0,1
15206,3.0,1
15207,54.0,0
15208,4.0,0
15209,36.0,0
15210,7.0,1
15211,30.0,0
15212,60.0,1
15213,6.0,0
15214,3.0,1
15215,8.0,0
15216,18.0,0
15217,23.0,0
15218,13.0,0
15219,21.0,1
15220,8.0,1
15221,10.0,1
15222,6.0,1
15223,7.0,0
15224,32.0,0
15225,12.0,1
15226,12.0,1
15227,26.0,1
15228,24.0,0
15229,46.0,1
15230,0.0,0
15231,10.0,0
15232,32.0,0
15233,15.0,0
15234,58.0,0
15235,26.0,1
15236,2.0,0
15237,6.0,1
15238,16.0,1
15239,45.0,1
15240,23.0,1
15241,46.0,1
15242,58.0,1
15243,34.0,0
15244,3.0,1
15245,47.0,0
15246,24.0,0
15247,1.0,0
15248,49.0,0
15249,3.0,0
15250,36.0,1
15251,38.0,1
15252,19.0,0
15253,37.0,0
15254,60.0,1
15255,4.0,0
15256,25.0,1
15257,23.0,0
15258,43.0,1
15259,9.0,1
15260,29.0,1
15261,47.0,1
15262,8.0,0
15263,37.0,1
15264,57.0,1
15265,20.0,0
15266,22.0,1
15267,20.0,1
15268,24.0,0
15269,34.0,0
15270,61.0,0
15271,0.0,0
15272,20.0,1
15273,37.0,1
15274,32.0,0
15275,34.0,1
15276,13.0,1
15277,37.0,0
15278,4.0,0
15279,16.0,0
15280,22.0,1
15281,29.0,1
15282,36.0,1
15283,11.0,1
15284,25.0,1
15285,58.0,1
15286,26.0,1
15287,10.0,0
15288,2.0,1
15289,22.0,1
15290,18.0,0
15291,21.0,1
15292,32.0,1
15293,68.0,0
15294,13.0,1
15295,53.0,0
15296,40.0,1
15297,38.0,0
15298,2.0,0
15299,3.0,0
15300,25.0,0
15301,15.0,0
15302,29.0,1
15303,24.0,0
15304,21.0,1
15305,19.0,1
15306,1.0,0
15307,6.0,1
15308,41.0,1
15309,14.0,0
15310,9.0,1
15311,2.0,0
15312,37.0,0
15313,45.0,0
15314,2.0,0
15315,1.0,1
15316,7.0,1
15317,10.0,0
15318,16.0,0
15319,8.0,0
15320,54.0,0
15321,25.0,0
15322,10.0,1
15323,6.0,0
15324,9.0,0
15325,53.0,1
15326,52.0,0
15327,28.0,1
15328,4.0,1
15329,12.0,0
15330,17.0,1
15331,20.0,1
15332,3.0,0
15333,31.0,1
15334,14.0,0
15335,66.0,1
15336,8.0,1
15337,56.0,0
15338,27.0,0
15339,5.0,0
15340,7.0,0
15341,19.0,0
15342,11.0,1
15343,33.0,0
15344,38.0,0
15345,41.0,0
15346,8.0,1
15347,19.0,1
15348,18.0,1
15349,47.0,0
15350,28.0,0
15351,24.0,1
15352,29.0,1
15353,39.0,0
15354,52.0,0
15355,61.0,0
15356,27.0,1
15357,16.0,1
15358,15.0,0
15359,14.0,1
15360,39.0,1
15361,37.0,1
15362,14.0,1
15363,4.0,1
15364,58.0,0
15365,4.0,0
15366,20.0,1
15367,5.0,1
15368,14.0,0
15369,30.0,0
15370,14.0,0
15371,12.0,1
15372,31.0,0
15373,2.0,1
15374,22.0,0
15375,37.0,1
15376,0.0,1
15377,38.0,1
15378,40.0,1
15379,26.0,1
15380,21.0,1
15381,35.0,0
15382,19.0,1
15383,38.0,0
15384,4.0,1
15385,0.0,0
15386,24.0,0
15387,31.0,1
15388,13.0,1
15389,5.0,0
15390,45.0,1
15391,52.0,1
15392,66.0,0
15393,13.0,1
15394,27.0,0
15395,29.0,1
15396,8.0,1
15397,3.0,1
15398,10.0,0
15399,33.0,1
15400,20.0,1
15401,20.0,1
15402,23.0,0
15403,24.0,1
15404,19.0,1
15405,2.0,1
15406,28.0,1
15407,21.0,1
15408,37.0,1
15409,21.0,0
15410,15.0,1
15411,11.0,1
15412,45.0,1
15413,28.0,1
15414,23.0,0
15415,27.0,0
15416,0.0,1
15417,50.0,0
15418,15.0,0
15419,36.0,1
15420,52.0,0
15421,11.0,1
15422,31.0,0
15423,18.0,1
15424,5.0,0
15425,46.0,0
15426,15.0,1
15427,17.0,1
15428,19.0,0
15429,20.0,1
15430,22.0,1
15431,2.0,0
15432,2.0,1
15433,45.0,1
15434,28.0,1
15435,20.0,1
15436,24.0,0
15437,14.0,0
15438,21.0,0
15439,30.0,1
15440,23.0,1
15441,8.0,1
15442,22.0,1
15443,39.0,1
15444,21.0,1
15445,72.0,0
15446,45.0,1
15447,5.0,0
15448,31.0,0
15449,36.0,1
15450,39.0,0
15451,24.0,1
15452,10.0,1
15453,30.0,0
15454,39.0,1
15455,15.0,0
15456,38.0,1
15457,10.0,0
15458,1.0,1
15459,38.0,0
15460,35.0,1
15461,19.0,1
15462,12.0,0
15463,48.0,1
15464,13.0,1
15465,8.0,1
15466,39.0,1
15467,38.0,0
15468,52.0,1
15469,19.0,1
15470,30.0,0
15471,23.0,0
15472,13.0,0
15473,27.0,1
15474,1.0,0
15475,54.0,1
15476,29.0,1
15477,16.0,0
15478,10.0,0
15479,55.0,0
15480,22.0,0
15481,36.0,1
15482,21.0,1
15483,53.0,1
15484,26.0,0
15485,35.0,1
15486,14.0,1
15487,3.0,0
15488,23.0,1
15489,49.0,1
15490,14.0,1
15491,17.0,0
15492,34.0,1
15493,23.0,1
15494,37.0,0
15495,13.0,0
15496,36.0,0
15497,44.0,1
15498,29.0,1
15499,33.0,1
15500,29.0,0
15501,0.0,0
15502,2.0,1
15503,31.0,1
15504,35.0,0
15505,48.0,0
15506,39.0,0
15507,46.0,1
15508,18.0,1
15509,37.0,0
15510,23.0,0
15511,13.0,1
15512,13.0,1
15513,13.0,1
15514,21.0,1
15515,21.0,1
15516,24.0,1
15517,75.0,1
15518,23.0,0
15519,27.0,1
15520,31.0,0
15521,30.0,1
15522,28.0,0
15523,39.0,0
15524,13.0,1
15525,28.0,0
15526,7.0,1
15527,11.0,0
15528,2.0,0
15529,32.0,1
15530,23.0,0
15531,36.0,1
15532,21.0,0
15533,38.0,1
15534,36.0,1
15535,23.0,1
15536,22.0,1
15537,35.0,0
15538,59.0,0
15539,4.0,0
15540,27.0,1
15541,30.0,1
15542,2.0,0
15543,30.0,0
15544,6.0,1
15545,43.0,1
15546,44.0,1
15547,58.0,1
15548,10.0,1
15549,28.0,1
15550,57.0,0
15551,38.0,1
15552,42.0,1
15553,19.0,1
15554,3.0,0
15555,7.0,1
15556,34.0,1
15557,35.0,0
15558,57.0,1
15559,49.0,0
15560,7.0,1
15561,34.0,0
15562,23.0,0
15563,21.0,0
15564,13.0,0
15565,34.0,0
15566,61.0,0
15567,11.0,0
15568,4.0,1
15569,14.0,0
15570,29.0,0
15571,3.0,1
15572,68.0,1
15573,4.0,1
15574,43.0,1
15575,21.0,1
15576,40.0,1
15577,39.0,0
15578,6.0,1
15579,30.0,0
15580,4.0,0
15581,13.0,0
15582,65.0,0
15583,18.0,1
15584,27.0,0
15585,23.0,1
15586,1.0,1
15587,32.0,1
15588,17.0,1
15589,21.0,1
15590,3.0,1
15591,23.0,1
15592,7.0,1
15593,0.0,0
15594,1.0,1
15595,37.0,1
15596,84.0,0
15597,20.0,0
15598,7.0,1
15599,31.0,1
15600,50.0,0
15601,22.0,1
15602,53.0,1
15603,0.0,0
15604,32.0,1
15605,20.0,0
15606,38.0,1
15607,21.0,0
15608,20.0,0
15609,41.0,0
15610,21.0,1
15611,50.0,0
15612,36.0,0
15613,12.0,0
15614,24.0,1
15615,41.0,0
15616,36.0,1
15617,31.0,0
15618,36.0,1
15619,19.0,0
15620,39.0,0
15621,1.0,1
15622,47.0,1
15623,5.0,1
15624,21.0,0
15625,32.0,0
15626,32.0,0
15627,8.0,1
15628,39.0,0
15629,32.0,0
15630,4.0,1
15631,15.0,0
15632,28.0,1
15633,4.0,1
15634,15.0,0
15635,30.0,0
15636,10.0,0
15637,17.0,1
15638,6.0,1
15639,39.0,1
15640,7.0,0
15641,24.0,0
15642,12.0,1
15643,4.0,0
15644,5.0,0
15645,39.0,1
15646,27.0,0
15647,29.0,1
15648,25.0,1
15649,57.0,1
15650,34.0,0
15651,16.0,1
15652,8.0,0
15653,9.0,1
15654,1.0,1
15655,30.0,1
15656,23.0,0
15657,62.0,1
15658,35.0,0
15659,42.0,0
15660,19.0,0
15661,5.0,0
15662,32.0,0
15663,19.0,0
15664,42.0,1
15665,40.0,1
15666,9.0,1
15667,35.0,1
15668,19.0,1
15669,35.0,1
15670,30.0,1
15671,4.0,1
15672,26.0,1
15673,38.0,0
15674,36.0,1
15675,24.0,0
15676,7.0,1
15677,23.0,1
15678,20.0,1
15679,37.0,1
15680,64.0,0
15681,44.0,1
15682,6.0,1
15683,5.0,1
15684,29.0,0
15685,21.0,1
15686,27.0,1
15687,17.0,1
15688,0.0,1
15689,24.0,0
15690,2.0,1
15691,17.0,1
15692,17.0,1
15693,27.0,1
15694,57.0,0
15695,23.0,1
15696,68.0,1
15697,29.0,0
15698,19.0,0
15699,3.0,1
15700,11.0,1
15701,17.0,1
15702,13.0,1
15703,5.0,0
15704,26.0,1
15705,1.0,1
15706,28.0,1
15707,18.0,0
15708,0.0,1
15709,7.0,1
15710,9.0,0
15711,8.0,0
15712,8.0,1
15713,45.0,0
15714,30.0,0
15715,58.0,0
15716,8.0,0
15717,7.0,0
15718,44.0,1
15719,38.0,1
15720,60.0,0
15721,28.0,1
15722,29.0,1
15723,34.0,1
15724,35.0,1
15725,0.0,0
15726,16.0,0
15727,8.0,0
15728,41.0,1
15729,22.0,1
15730,32.0,0
15731,56.0,1
15732,36.0,1
15733,66.0,0
15734,2.0,1
15735,12.0,0
15736,29.0,1
15737,64.0,1
15738,1.0,0
15739,24.0,1
15740,29.0,0
15741,30.0,0
15742,8.0,1
15743,44.0,0
15744,24.0,1
15745,9.0,1
15746,28.0,1
15747,37.0,1
15748,39.0,0
15749,9.0,1
15750,77.0,1
15751,31.0,0
15752,25.0,1
15753,46.0,0
15754,27.0,1
15755,22.0,1
15756,77.0,1
15757,21.0,1
15758,15.0,0
15759,39.0,1
15760,28.0,0
15761,27.0,0
15762,20.0,1
15763,18.0,0
15764,8.0,0
15765,38.0,1
15766,19.0,0
15767,26.0,1
15768,21.0,0
15769,22.0,0
15770,32.0,1
15771,46.0,0
15772,59.0,1
15773,29.0,1
15774,25.0,1
15775,56.0,1
15776,36.0,0
15777,9.0,0
15778,20.0,1
15779,30.0,1
15780,23.0,0
15781,16.0,1
15782,16.0,0
15783,24.0,1
15784,30.0,1
15785,6.0,0
15786,29.0,0
15787,35.0,1
15788,7.0,1
15789,7.0,1
15790,41.0,1
15791,6.0,1
15792,50.0,1
15793,36.0,1
15794,42.0,0
15795,22.0,0
15796,18.0,1
15797,24.0,0
15798,14.0,1
15799,39.0,0
15800,29.0,0
15801,22.0,1
15802,4.0,1
15803,25.0,0
15804,19.0,1
15805,47.0,0
15806,7.0,1
15807,10.0,0
15808,24.0,1
15809,30.0,0
15810,35.0,1
15811,29.0,0
15812,1.0,1
15813,20.0,1
15814,9.0,1
15815,23.0,1
15816,48.0,0
15817,12.0,0
15818,10.0,0
15819,20.0,1
15820,37.0,1
15821,8.0,1
15822,44.0,1
15823,28.0,0
15824,27.0,1
15825,28.0,1
15826,3.0,1
15827,1.0,0
15828,60.0,1
15829,26.0,1
15830,21.0,0
15831,23.0,0
15832,16.0,0
15833,58.0,0
15834,15.0,0
15835,47.0,0
15836,2.0,1
15837,11.0,1
15838,22.0,0
15839,30.0,1
15840,67.0,1
15841,4.0,1
15842,35.0,0
15843,1.0,1
15844,10.0,0
15845,2.0,0
15846,51.0,1
15847,2.0,0
15848,14.0,0
15849,12.0,1
15850,44.0,1
15851,7.0,0
15852,47.0,0
15853,26.0,0
15854,63.0,1
15855,47.0,0
15856,22.0,1
15857,27.0,0
15858,19.0,0
15859,38.0,0
15860,13.0,1
15861,26.0,1
15862,38.0,0
15863,24.0,1
15864,26.0,1
15865,9.0,0
15866,29.0,1
15867,21.0,1
15868,13.0,1
15869,32.0,1
15870,7.0,0
15871,23.0,0
15872,15.0,1
15873,7.0,1
15874,15.0,1
15875,57.0,1
15876,33.0,0
15877,39.0,0
15878,0.0,1
15879,11.0,1
15880,17.0,0
15881,29.0,0
15882,24.0,0
15883,1.0,1
15884,27.0,1
15885,8.0,1
15886,38.0,0
15887,8.0,1
15888,7.0,1
15889,28.0,1
15890,7.0,1
15891,21.0,1
15892,14.0,1
15893,2.0,1
15894,28.0,1
15895,65.0,0
15896,47.0,0
15897,41.0,1
15898,5.0,0
15899,24.0,0
15900,26.0,0
15901,37.0,1
15902,41.0,1
15903,34.0,0
15904,10.0,0
15905,13.0,1
15906,23.0,1
15907,17.0,1
15908,1.0,0
15909,3.0,1
15910,20.0,0
15911,7.0,1
15912,7.0,0
15913,2.0,0
15914,82.0,1
15915,56.0,0
15916,22.0,0
15917,43.0,1
15918,27.0,0
15919,35.0,1
15920,32.0,1
15921,22.0,0
15922,64.0,1
15923,14.0,1
15924,3.0,1
15925,16.0,1
15926,25.0,0
15927,48.0,1
15928,21.0,0
15929,25.0,0
15930,6.0,1
15931,17.0,0
15932,33.0,1
15933,23.0,0
15934,27.0,0
15935,68.0,1
15936,22.0,1
15937,48.0,0
15938,29.0,1
15939,25.0,1
15940,22.0,0
15941,36.0,0
15942,25.0,1
15943,32.0,1
15944,3.0,0
15945,32.0,0
15946,18.0,1
15947,1.0,0
15948,27.0,1
15949,5.0,1
15950,21.0,1
15951,41.0,1
15952,23.0,1
15953,8.0,1
15954,13.0,1
15955,20.0,1
15956,22.0,1
15957,41.0,1
15958,14.0,1
15959,9.0,0
15960,3.0,0
15961,6.0,1
15962,11.0,1
15963,76.0,0
15964,6.0,0
15965,8.0,0
15966,20.0,0
15967,7.0,1
15968,6.0,0
15969,30.0,0
15970,66.0,0
15971,48.0,0
15972,32.0,1
15973,23.0,0
15974,29.0,0
15975,33.0,1
15976,0.0,0
15977,19.0,1
15978,32.0,1
15979,16.0,0
15980,23.0,0
15981,19.0,1
15982,28.0,0
15983,10.0,1
15984,3.0,0
15985,34.0,0
15986,48.0,0
15987,43.0,1
15988,55.0,1
15989,18.0,0
15990,53.0,1
15991,17.0,0
15992,29.0,1
15993,25.0,0
15994,27.0,1
15995,29.0,1
15996,47.0,0
15997,2.0,1
15998,11.0,1
15999,25.0,0
16000,20.0,0
16001,29.0,1
16002,14.0,1
16003,40.0,1
16004,30.0,1
16005,69.0,1
16006,46.0,0
16007,35.0,1
16008,13.0,0
16009,35.0,1
16010,1.0,0
16011,49.0,0
16012,28.0,0
16013,25.0,0
16014,26.0,1
16015,24.0,1
16016,37.0,0
16017,23.0,1
16018,30.0,0
16019,29.0,0
16020,28.0,1
16021,28.0,1
16022,3.0,1
16023,25.0,1
16024,38.0,0
16025,35.0,1
16026,0.0,1
16027,4.0,0
16028,0.0,1
16029,4.0,0
16030,54.0,1
16031,31.0,1
16032,21.0,1
16033,7.0,1
16034,23.0,0
16035,44.0,1
16036,23.0,0
16037,20.0,1
16038,81.0,0
16039,22.0,1
16040,29.0,1
16041,4.0,1
16042,33.0,1
16043,40.0,1
16044,23.0,0
16045,24.0,0
16046,42.0,0
16047,12.0,1
16048,15.0,0
16049,1.0,0
16050,11.0,1
16051,33.0,1
16052,28.0,1
16053,68.0,1
16054,35.0,0
16055,34.0,1
16056,14.0,1
16057,4.0,0
16058,28.0,0
16059,1.0,1
16060,30.0,1
16061,17.0,0
16062,16.0,0
16063,41.0,0
16064,14.0,0
16065,28.0,1
16066,9.0,1
16067,21.0,0
16068,7.0,1
16069,41.0,1
16070,6.0,0
16071,69.0,0
16072,39.0,1
16073,62.0,0
16074,39.0,0
16075,27.0,0
16076,24.0,1
16077,28.0,1
16078,52.0,0
16079,4.0,1
16080,18.0,1
16081,57.0,1
16082,26.0,1
16083,28.0,1
16084,8.0,1
16085,6.0,1
16086,23.0,1
16087,4.0,0
16088,14.0,0
16089,8.0,0
16090,58.0,1
16091,10.0,0
16092,28.0,1
16093,29.0,1
16094,51.0,1
16095,32.0,0
16096,18.0,0
16097,37.0,1
16098,21.0,0
16099,12.0,0
16100,8.0,1
16101,47.0,1
16102,1.0,0
16103,22.0,1
16104,4.0,0
16105,18.0,1
16106,19.0,1
16107,22.0,1
16108,42.0,1
16109,0.0,1
16110,8.0,1
16111,2.0,0
16112,4.0,1
16113,40.0,1
16114,34.0,0
16115,13.0,0
16116,24.0,1
16117,46.0,1
16118,5.0,1
16119,24.0,0
16120,32.0,1
16121,28.0,1
16122,12.0,1
16123,28.0,0
16124,0.0,0
16125,47.0,0
16126,8.0,0
16127,32.0,1
16128,27.0,1
16129,60.0,0
16130,35.0,1
16131,39.0,1
16132,49.0,0
16133,41.0,1
16134,31.0,1
16135,4.0,0
16136,38.0,1
16137,7.0,0
16138,20.0,0
16139,37.0,1
16140,47.0,1
16141,29.0,1
16142,5.0,1
16143,1.0,1
16144,67.0,1
16145,13.0,1
16146,24.0,0
16147,3.0,1
16148,27.0,0
16149,0.0,1
16150,68.0,0
16151,20.0,1
16152,14.0,0
16153,9.0,1
16154,3.0,1
16155,27.0,0
16156,20.0,1
16157,56.0,0
16158,74.0,1
16159,18.0,0
16160,21.0,0
16161,14.0,1
16162,34.0,1
16163,35.0,0
16164,20.0,1
16165,19.0,1
16166,21.0,0
16167,7.0,0
16168,49.0,0
16169,42.0,0
16170,16.0,1
16171,28.0,1
16172,18.0,0
16173,24.0,1
16174,1.0,0
16175,30.0,1
16176,47.0,1
16177,16.0,1
16178,29.0,0
16179,48.0,1
16180,24.0,0
16181,33.0,0
16182,16.0,1
16183,14.0,1
16184,45.0,0
16185,24.0,1
16186,3.0,0
16187,15.0,0
16188,27.0,1
16189,26.0,0
16190,65.0,0
16191,8.0,1
16192,7.0,1
16193,21.0,1
16194,22.0,0
16195,65.0,1
16196,37.0,1
16197,37.0,1
16198,24.0,0
16199,7.0,0
16200,22.0,1
16201,45.0,0
16202,10.0,1
16203,6.0,0
16204,0.0,1
16205,16.0,1
16206,54.0,1
16207,22.0,1
16208,20.0,1
16209,26.0,1
16210,16.0,1
16211,43.0,0
16212,1.0,1
16213,5.0,1
16214,37.0,1
16215,20.0,1
16216,7.0,1
16217,20.0,0
16218,21.0,0
16219,7.0,0
16220,6.0,1
16221,68.0,0
16222,41.0,0
16223,45.0,1
16224,46.0,0
16225,26.0,0
16226,5.0,1
16227,1.0,0
16228,13.0,1
16229,3.0,0
16230,22.0,0
16231,20.0,1
16232,23.0,1
16233,52.0,1
16234,23.0,1
16235,13.0,0
16236,56.0,1
16237,0.0,1
16238,21.0,1
16239,39.0,0
16240,32.0,1
16241,14.0,0
16242,20.0,1
16243,55.0,0
16244,45.0,1
16245,48.0,1
16246,17.0,0
16247,30.0,0
16248,39.0,0
16249,77.0,1
16250,16.0,0
16251,11.0,0
16252,25.0,1
16253,7.0,0
16254,35.0,1
16255,5.0,1
16256,36.0,0
16257,1.0,1
16258,31.0,0
16259,0.0,1
16260,27.0,1
16261,21.0,0
16262,4.0,1
16263,25.0,0
16264,0.0,1
16265,29.0,0
16266,22.0,0
16267,9.0,1
16268,46.0,1
16269,18.0,0
16270,21.0,1
16271,37.0,1
16272,35.0,1
16273,3.0,1
16274,50.0,0
16275,23.0,0
16276,21.0,0
16277,27.0,0
16278,1.0,1
16279,35.0,0
16280,22.0,1
16281,27.0,0
16282,50.0,1
16283,62.0,0
16284,5.0,0
16285,44.0,1
16286,3.0,0
16287,10.0,1
16288,2.0,1
16289,26.0,1
16290,39.0,1
16291,35.0,0
16292,15.0,1
16293,13.0,1
16294,5.0,0
16295,0.0,0
16296,33.0,1
16297,7.0,1
16298,6.0,1
16299,18.0,0
16300,11.0,1
16301,37.0,0
16302,20.0,1
16303,14.0,1
16304,21.0,0
16305,24.0,1
16306,3.0,0
16307,11.0,0
16308,9.0,0
16309,32.0,1
16310,14.0,0
16311,45.0,0
16312,2.0,0
16313,36.0,0
16314,50.0,0
16315,8.0,0
16316,52.0,1
16317,40.0,0
16318,34.0,1
16319,26.0,0
16320,38.0,1
16321,12.0,1
16322,36.0,0
16323,3.0,1
16324,13.0,0
16325,15.0,1
16326,34.0,0
16327,19.0,1
16328,23.0,1
16329,32.0,1
16330,27.0,0
16331,44.0,1
16332,25.0,0
16333,22.0,1
16334,21.0,0
16335,29.0,1
16336,9.0,1
16337,35.0,1
16338,19.0,0
16339,32.0,0
16340,35.0,1
16341,25.0,0
16342,33.0,0
16343,25.0,1
16344,10.0,0
16345,30.0,1
16346,41.0,1
16347,24.0,0
16348,12.0,0
16349,60.0,0
16350,19.0,0
16351,49.0,0
16352,35.0,0
16353,41.0,1
16354,10.0,0
16355,20.0,1
16356,65.0,0
16357,46.0,1
16358,23.0,0
16359,37.0,1
16360,0.0,1
16361,6.0,0
16362,14.0,1
16363,62.0,1
16364,26.0,0
16365,27.0,1
16366,5.0,1
16367,29.0,1
16368,13.0,0
16369,0.0,1
16370,39.0,0
16371,5.0,1
16372,53.0,0
16373,19.0,1
16374,15.0,1
16375,56.0,1
16376,1.0,1
16377,29.0,0
16378,14.0,0
16379,50.0,1
16380,66.0,1
16381,27.0,0
16382,49.0,0
16383,23.0,1
16384,20.0,1
16385,27.0,1
16386,26.0,0
16387,60.0,1
16388,5.0,0
16389,10.0,1
16390,37.0,0
16391,36.0,1
16392,16.0,1
16393,31.0,0
16394,6.0,1
16395,4.0,1
16396,13.0,1
16397,48.0,0
16398,32.0,1
16399,14.0,1
16400,33.0,0
16401,23.0,1
16402,53.0,1
16403,10.0,1
16404,29.0,0
16405,38.0,1
16406,25.0,0
16407,73.0,0
16408,43.0,0
16409,12.0,1
16410,2.0,0
16411,26.0,1
16412,0.0,1
16413,30.0,0
16414,29.0,1
16415,3.0,0
16416,34.0,0
16417,7.0,0
16418,44.0,0
16419,61.0,0
16420,6.0,1
16421,16.0,0
16422,36.0,0
16423,0.0,0
16424,14.0,0
16425,14.0,1
16426,22.0,1
16427,37.0,1
16428,4.0,1
16429,3.0,1
16430,31.0,1
16431,28.0,0
16432,7.0,1
16433,57.0,0
16434,28.0,0
16435,7.0,1
16436,27.0,0
16437,24.0,0
16438,0.0,1
16439,25.0,1
16440,13.0,1
16441,12.0,1
16442,16.0,1
16443,26.0,1
16444,46.0,0
16445,9.0,0
16446,16.0,0
16447,9.0,0
16448,18.0,1
16449,3.0,0
16450,46.0,1
16451,15.0,1
16452,11.0,1
16453,37.0,1
16454,23.0,0
16455,39.0,1
16456,20.0,1
16457,23.0,0
16458,41.0,1
16459,6.0,1
16460,52.0,0
16461,5.0,1
16462,2.0,1
16463,20.0,1
16464,87.0,0
16465,55.0,0
16466,8.0,0
16467,16.0,1
16468,5.0,1
16469,7.0,1
16470,5.0,0
16471,4.0,1
16472,32.0,0
16473,12.0,1
16474,10.0,1
16475,15.0,0
16476,42.0,1
16477,50.0,0
16478,29.0,1
16479,17.0,0
16480,33.0,0
16481,32.0,0
16482,13.0,1
16483,11.0,1
16484,48.0,0
16485,28.0,1
16486,6.0,1
16487,38.0,0
16488,32.0,1
16489,17.0,0
16490,28.0,1
16491,7.0,0
16492,5.0,1
16493,46.0,1
16494,24.0,0
16495,36.0,1
16496,18.0,0
16497,26.0,0
16498,36.0,1
16499,31.0,0
16500,26.0,0
16501,25.0,1
16502,47.0,1
16503,29.0,0
16504,25.0,0
16505,1.0,1
16506,0.0,1
16507,39.0,0
16508,32.0,1
16509,14.0,1
16510,36.0,1
16511,22.0,1
16512,50.0,1
16513,24.0,0
16514,16.0,0
16515,1.0,0
16516,20.0,0
16517,26.0,1
16518,28.0,1
16519,46.0,0
16520,52.0,0
16521,0.0,1
16522,4.0,1
16523,6.0,1
16524,9.0,1
16525,66.0,1
16526,58.0,1
16527,27.0,0
