"","V1","V2"
"5783",27.7,0
"5784",21.7,1
"5785",21.1,1
"5786",45.6,0
"5787",45.4,0
"5788",28.8,1
"5789",8.6,1
"5790",25.1,0
"5791",4.3,1
"5792",16.8,1
"5793",55.7,1
"5794",14.7,1
"5795",34.7,1
"5796",16.4,1
"5797",48.1,1
"5798",1.8,0
"5799",27,0
"5800",50.8,0
"5801",50.7,0
"5802",33.7,0
"5803",7.3,0
"5804",19.2,1
"5805",7.5,1
"5806",30.5,0
"5807",13.5,0
"5808",4.2,1
"5809",16.6,1
"5810",19.5,0
"5811",18.1,1
"5812",19.7,1
"5813",39.8,0
"5814",42.7,0
"5815",42.8,0
"5816",42.1,0
"5817",24.7,1
"5818",24.7,1
"5819",23,0
"5820",10.8,1
"5821",39.5,0
"5822",2.3,0
"5823",29.7,0
"5824",32.9,1
"5825",20.9,1
"5826",38.7,1
"5827",16.8,1
"5828",46.1,1
"5829",26.5,1
"5830",21.5,1
"5831",44.8,1
"5832",24.5,0
"5833",8.4,0
"5834",3.3,0
"5835",2.8,0
"5836",2.8,0
"5837",24.5,1
"5838",24,1
"5839",18.7,1
"5840",6.5,0
"5841",26,0
"5842",27,0
"5843",24.3,1
"5844",30.7,0
"5845",33.5,1
"5846",23.5,1
"5847",30.5,0
"5848",0.8,1
"5849",4.1,0
"5850",24.7,1
"5851",22.7,1
"5852",20.7,1
"5853",24.7,1
"5854",1.5,0
"5855",25.8,0
"5856",62.8,1
"5857",24.5,0
"5858",19.9,0
"5859",62.8,0
"5860",18.9,1
"5861",19.7,1
"5862",26.1,1
"5863",31.7,1
"5864",28.9,1
"5865",28.7,0
"5866",11.7,1
"5867",3.3,0
"5868",3.9,0
"5869",18.9,1
"5870",0.7,1
"5871",25.7,0
"5872",18.8,1
"5873",30.7,1
"5874",33.7,0
"5875",0.9,0
"5876",0.9,0
"5877",26.7,0
"5878",2.2,0
"5879",25.6,0
"5880",23.7,1
"5881",41.7,1
"5882",4.2,1
"5883",0.3,1
"5884",25.2,0
"5885",34.7,1
"5886",46.5,1
"5887",45.8,0
"5888",60.7,0
"5889",49.7,1
"5890",24.8,1
"5891",29.6,1
"5892",30.8,1
"5893",43.7,0
"5894",38.1,0
"5895",60.7,1
"5896",22.4,0
"5897",60.8,0
"5898",21.7,0
"5899",29,0
"5900",60.8,0
"5901",45.7,0
"5902",2.7,0
"5903",18.4,1
"5904",18.4,1
"5905",23,1
"5906",1.7,0
"5907",0.2,1
"5908",0.8,0
"5909",24.5,1
"5910",18.8,1
"5911",19.9,0
"5912",13.7,1
"5913",35.8,0
"5914",0.7,0
"5915",20.7,1
"5916",50.2,0
"5917",49.8,0
"5918",0.8,0
"5919",0.8,0
"5920",23.8,0
"5921",60.8,0
"5922",40.7,0
"5923",13.8,0
"5924",30.5,1
"5925",4.4,1
"5926",1.3,1
"5927",62.7,0
"5928",18.8,1
"5929",37.6,1
"5930",24.4,0
"5931",38.7,0
"5932",34.7,0
"5933",31.7,1
"5934",0.4,1
"5935",32.7,0
"5936",34.9,1
"5937",26.4,0
"5938",29.9,0
"5939",2.6,0
"5940",7.1,0
"5941",30.7,1
"5942",72,1
"5943",29.7,0
"5944",24.7,0
"5945",1.8,1
"5946",6.6,0
"5947",0.7,1
"5948",27.7,0
"5949",7.1,0
"5950",24.5,1
"5951",2.6,1
"5952",26.1,0
"5953",26,0
"5954",61.7,0
"5955",31.7,1
"5956",31.7,1
"5957",34.7,0
"5958",6.7,1
"5959",16,1
"5960",5.5,1
"5961",7.6,0
"5962",24.7,0
"5963",46.7,1
"5964",15.8,1
"5965",47.2,1
"5966",46.7,0
"5967",32.8,0
"5968",26.8,1
"5969",8.3,1
"5970",16.1,1
"5971",10,1
"5972",18.5,1
"5973",17.1,1
"5974",53.5,1
"5975",28.9,1
"5976",33.7,1
"5977",44.7,0
"5978",66,0
"5979",30.7,0
"5980",16.7,1
"5981",43.6,1
"5982",28,0
"5983",16.7,1
"5984",33.1,0
"5985",38.8,0
"5986",15.6,1
"5987",19.1,1
"5988",29.4,1
"5989",16.9,1
"5990",28.7,0
"5991",1.8,1
"5992",6.6,0
"5993",5.9,1
"5994",30,1
"5995",28.8,1
"5996",45.7,0
"5997",4.7,1
"5998",7.9,1
"5999",22.7,0
"6000",46.1,1
"6001",8.3,0
"6002",23.7,1
"6003",18.2,1
"6004",18.2,1
"6005",25.2,1
"6006",48.9,0
"6007",19.7,1
"6008",17.1,1
"6009",0.5,1
"6010",19.7,1
"6011",29.8,1
"6012",24.7,1
"6013",3.3,0
"6014",60.7,1
"6015",61.8,1
"6016",3.5,1
"6017",1.4,0
"6018",24,0
"6019",1.4,1
"6020",47.1,0
"6021",34.5,1
"6022",47.1,1
"6023",30.4,0
"6024",6.1,1
"6025",42.8,0
"6026",19,1
"6027",3.5,0
"6028",50.8,0
"6029",11.3,1
"6030",25.5,0
"6031",50.7,0
"6032",2.9,1
"6033",31,0
"6034",18.4,1
"6035",24.9,1
"6036",24.7,1
"6037",29.8,1
"6038",27,0
"6039",71,0
"6040",35,0
"6041",19.3,1
"6042",36.2,1
"6043",40.5,0
"6044",30.7,1
"6045",30.5,1
"6046",36.7,1
"6047",36.1,1
"6048",15.3,0
"6049",30.4,1
"6050",18.3,1
"6051",19.1,1
"6052",26.9,1
"6053",19.4,1
"6054",19,1
"6055",58.8,1
"6056",35.8,0
"6057",2.8,1
"6058",30.8,1
"6059",16.9,1
"6060",46.1,0
"6061",28.7,1
"6062",0.5,0
"6063",2.8,1
"6064",4.8,0
"6065",0.5,0
"6066",2.8,0
"6067",1,1
"6068",25.7,1
"6069",18.8,1
"6070",26.7,1
"6071",26.7,1
"6072",21.7,1
"6073",52.4,1
"6074",18.7,1
"6075",0.7,1
"6076",31.7,1
"6077",21.8,1
"6078",0.8,1
"6079",34.7,1
"6080",33.7,1
"6081",55.7,1
"6082",18.2,1
"6083",37.9,1
"6084",57.8,1
"6085",47.7,0
"6086",2.2,1
"6087",16.5,1
"6088",47.7,1
"6089",25.5,0
"6090",39.7,0
"6091",13.8,1
"6092",2.8,0
"6093",32.9,1
"6094",32,1
"6095",30.8,1
"6096",35.7,0
"6097",9.8,1
"6098",30.8,0
"6099",6.7,1
"6100",6.5,1
"6101",14.5,1
"6102",15.8,1
"6103",32.5,1
"6104",27.7,1
"6105",24.8,1
"6106",26.8,1
"6107",18.1,1
"6108",32.7,1
"6109",63.7,1
"6110",32.2,1
"6111",23.3,1
"6112",29.8,1
"6113",25.8,1
"6114",18.3,1
"6115",55.7,0
"6116",20.4,1
"6117",23.4,1
"6118",33.2,1
"6119",19.7,1
"6120",18.7,0
"6121",47.1,1
"6122",35.5,1
"6123",22.6,1
"6124",52.3,0
"6125",21,1
"6126",20.8,1
"6127",38.3,0
"6128",76,0
"6129",54.9,1
"6130",55,1
"6131",55.7,1
"6132",54.9,1
"6133",20.6,1
"6134",25,1
"6135",16.1,0
"6136",3.7,1
"6137",37,0
"6138",33.8,1
"6139",32.8,1
"6140",20.6,1
"6141",23.3,0
"6142",19.7,0
"6143",24.7,1
"6144",3.2,1
"6145",5.2,1
"6146",31.7,0
"6147",3.2,1
"6148",5.7,1
"6149",4,1
"6150",22.1,1
"6151",18.7,1
"6152",6.3,0
"6153",28.4,1
"6154",35.6,0
"6155",60.7,0
"6156",51,0
"6157",23.1,1
"6158",13.4,0
"6159",38.3,0
"6160",38.2,0
"6161",22.8,0
"6162",1.3,0
"6163",3.6,0
"6164",19.7,1
"6165",1.8,1
"6166",17.8,1
"6167",30.2,0
"6168",60.7,0
"6169",25,1
"6170",20.6,0
"6171",27.7,0
"6172",20.1,0
"6173",25.4,0
"6174",44.7,0
"6175",43.9,1
"6176",48.7,0
"6177",30.2,1
"6178",7.5,0
"6179",25.8,1
"6180",19.3,1
"6181",31.2,0
"6182",36.4,1
"6183",36.7,1
"6184",34.4,1
"6185",33.7,0
"6186",19.5,1
"6187",23.6,0
"6188",43.8,0
"6189",8.2,1
"6190",26.8,0
"6191",19.2,1
"6192",50.2,1
"6193",9.9,1
"6194",52.5,0
"6195",45.8,0
"6196",9.8,1
"6197",25.8,1
"6198",29.7,1
"6199",0.7,1
"6200",3.1,0
"6201",8.6,1
"6202",26.1,1
"6203",3.8,1
"6204",1.4,1
"6205",0.9,1
"6206",18.7,1
"6207",34.1,0
"6208",28.7,1
"6209",19.7,1
"6210",49.9,0
"6211",25.6,0
"6212",26.1,0
"6213",20.1,0
"6214",46.7,0
"6215",8.5,1
"6216",28.7,1
"6217",25.9,0
"6218",26.7,0
"6219",23.8,1
"6220",28.8,1
"6221",23,0
"6222",76,0
"6223",36.7,0
"6224",1,0
"6225",37.9,1
"6226",38.7,1
"6227",41.7,1
"6228",0.1,1
"6229",26.5,0
"6230",27,0
"6231",2.4,0
"6232",33.5,0
"6233",0.7,1
"6234",38.7,0
"6235",22.6,0
"6236",3.2,1
"6237",5.1,1
"6238",0.3,0
"6239",49.8,1
"6240",15,1
"6241",37.9,0
"6242",2,1
"6243",18.2,1
"6244",24.7,0
"6245",24.4,0
"6246",42.9,1
"6247",17.2,1
"6248",22.2,1
"6249",4.7,1
"6250",3.7,1
"6251",39.4,0
"6252",19.2,1
"6253",30.8,1
"6254",29.7,0
"6255",28.7,0
"6256",23.9,0
"6257",14.7,1
"6258",35.3,1
"6259",28.8,1
"6260",21.2,0
"6261",17.1,1
"6262",18.3,1
"6263",27,0
"6264",33.7,1
"6265",0.7,0
"6266",35,1
"6267",59.8,0
"6268",18.2,1
"6269",22.7,1
"6270",26.5,0
"6271",39.7,0
"6272",40.7,0
"6273",42.8,0
"6274",34.8,1
"6275",29.7,1
"6276",29.7,1
"6277",20.7,0
"6278",3.4,0
"6279",34.7,1
"6280",47,1
"6281",22.3,1
"6282",22.7,1
"6283",27.4,1
"6284",30.4,1
"6285",63.6,1
"6286",28,1
"6287",13,0
"6288",46,0
"6289",8.2,1
"6290",40.9,1
"6291",0.8,1
"6292",19.9,0
"6293",18.2,1
"6294",19.1,0
"6295",1.1,1
"6296",17,1
"6297",18.2,1
"6298",42.3,0
"6299",20.1,1
"6300",31.5,1
"6301",35.3,0
"6302",22.6,1
"6303",0.2,0
"6304",16.7,1
"6305",43.9,0
"6306",21.1,1
"6307",26.1,1
"6308",40,0
"6309",59,0
"6310",19,0
"6311",1.9,1
"6312",22.9,0
"6313",45.7,1
"6314",23,0
"6315",3.7,0
"6316",60.7,0
"6317",11.1,0
"6318",13.7,0
"6319",20.7,1
"6320",25.6,0
"6321",15,0
"6322",40.6,0
"6323",9,1
"6324",31.7,1
"6325",37.8,1
"6326",29,1
"6327",28.8,0
"6328",13,0
"6329",36.7,0
"6330",29.3,0
"6331",2,0
"6332",19,1
"6333",34.3,1
"6334",1.5,1
"6335",24.9,0
"6336",15.5,1
"6337",29.9,1
"6338",34.3,1
"6339",24,1
"6340",20.1,1
"6341",23.1,0
"6342",22.9,1
"6343",22.1,1
"6344",20.9,0
"6345",55.7,1
"6346",16.9,1
"6347",54.1,0
"6348",65,0
"6349",43.8,1
"6350",44.8,1
"6351",19.1,1
"6352",56.8,0
"6353",1.8,0
"6354",4,1
"6355",43,0
"6356",16.6,1
"6357",23.1,0
"6358",24,0
"6359",30.8,0
"6360",5.5,0
"6361",15.9,1
"6362",37.8,0
"6363",57.7,0
"6364",32.7,0
"6365",40.8,1
"6366",60.7,1
"6367",60.8,1
"6368",55.7,0
"6369",0.8,0
"6370",56.9,1
"6371",1.8,1
"6372",1.8,1
"6373",25.3,1
"6374",31.2,1
"6375",4.7,0
"6376",26.2,0
"6377",0.7,1
"6378",70.9,0
"6379",68.9,1
"6380",32.7,1
"6381",2.1,1
"6382",27,1
"6383",26.9,1
"6384",57.1,1
"6385",28.9,0
"6386",50.9,0
"6387",24.8,1
"6388",27.1,1
"6389",23.3,1
"6390",38.9,1
"6391",33.8,1
"6392",32.3,1
"6393",33.9,1
"6394",25.3,0
"6395",44.5,1
"6396",35.5,0
"6397",30.5,0
"6398",15.3,0
"6399",21.5,0
"6400",21.7,0
"6401",37.8,1
"6402",36.6,0
"6403",34.1,1
"6404",34.9,1
"6405",22.9,1
"6406",15.4,1
"6407",16.1,1
"6408",5.7,1
"6409",11.7,0
"6410",7.7,1
"6411",28.9,0
"6412",30.7,0
"6413",21.8,1
"6414",31.8,1
"6415",43.2,0
"6416",26.5,1
"6417",9.3,0
"6418",18.6,1
"6419",17.9,1
"6420",27,1
"6421",19.9,0
"6422",39.5,0
"6423",23.5,1
"6424",22.1,1
"6425",22.1,1
"6426",30,1
"6427",47.5,1
"6428",0.9,0
"6429",26,0
"6430",62.6,1
"6431",29.7,1
"6432",35.2,0
"6433",39,1
"6434",39.8,1
"6435",6.3,1
"6436",40.7,1
"6437",41.6,0
"6438",64.6,0
"6439",64.3,1
"6440",64.8,0
"6441",18.7,1
"6442",33.5,1
"6443",17.9,0
"6444",24,1
"6445",24.2,1
"6446",34.1,0
"6447",39.6,0
"6448",23.6,1
"6449",17.8,1
"6450",23.9,0
"6451",39,1
"6452",29.8,0
"6453",29,1
"6454",17.8,0
"6455",19.5,1
"6456",31.5,1
"6457",29.7,0
"6458",33.7,1
"6459",5.1,0
"6460",37.6,0
"6461",34,0
"6462",22.5,0
"6463",1.6,1
"6464",0.8,1
"6465",2.4,0
"6466",1.9,1
"6467",33.8,1
"6468",33.9,1
"6469",21.8,1
"6470",20.8,0
"6471",35.4,1
"6472",35.3,1
"6473",23.7,0
"6474",26.7,1
"6475",26.5,0
"6476",18.2,1
"6477",49.3,1
"6478",24.7,1
"6479",24.7,1
"6480",16.8,1
"6481",17,1
"6482",26.5,1
"6483",21.5,1
"6484",27.7,1
"6485",21.7,0
"6486",18.7,1
"6487",22.8,0
"6488",38.5,1
"6489",36.7,1
"6490",18.7,1
"6491",19.7,1
"6492",79.9,1
"6493",24.9,1
"6494",18.7,1
"6495",17.8,1
"6496",17.7,1
"6497",15.7,0
"6498",26,0
"6499",33.9,1
"6500",45.7,1
"6501",34.5,1
"6502",1.5,1
"6503",12.6,1
"6504",7.9,0
"6505",6.9,0
"6506",10.7,0
"6507",44.8,0
"6508",42.2,0
"6509",30.8,1
"6510",17.8,1
"6511",16,1
"6512",0.5,1
"6513",46.5,1
"6514",20.7,1
"6515",41.7,0
"6516",41.7,0
"6517",9.1,1
"6518",38.8,0
"6519",17.8,1
"6520",30.1,0
"6521",50.1,1
"6522",30.2,1
"6523",35.7,0
"6524",0.9,0
"6525",35.9,0
"6526",30.1,1
"6527",27.7,1
"6528",16.6,1
"6529",35.7,0
"6530",19.1,1
"6531",1.1,0
"6532",28.2,1
"6533",24.7,0
"6534",18.7,0
"6535",49.7,1
"6536",21.7,1
"6537",47.7,1
"6538",39.2,0
"6539",5.8,0
"6540",25.5,1
"6541",20.6,1
"6542",0.1,1
"6543",19.4,1
"6544",18.5,0
"6545",33.9,1
"6546",20.2,1
"6547",61.5,0
"6548",32.5,1
"6549",20.7,1
"6550",19.7,1
"6551",16.1,1
"6552",16,1
"6553",25.8,0
"6554",16,1
"6555",17,1
"6556",47.8,0
"6557",42.6,1
"6558",47.1,0
"6559",39.3,0
"6560",15.7,0
"6561",53.1,0
"6562",59.4,0
"6563",47.5,0
"6564",27.7,1
"6565",26,1
"6566",53.1,0
"6567",23.2,1
"6568",23.7,1
"6569",53.7,1
"6570",51.7,1
"6571",59.8,1
"6572",24.5,0
"6573",24.7,0
"6574",27.7,1
"6575",19.8,1
"6576",34.7,0
"6577",24.7,1
"6578",26.8,0
"6579",6.9,0
"6580",48.1,0
"6581",21.7,0
"6582",27.7,0
"6583",48.2,0
"6584",49.2,0
"6585",39.8,1
"6586",19.6,1
"6587",19.9,1
"6588",33.7,0
"6589",6.1,1
"6590",9.1,0
"6591",23.5,1
"6592",23.5,1
"6593",19.9,1
"6594",22.2,1
"6595",20.4,1
"6596",22.2,0
"6597",2.1,1
"6598",29.8,0
"6599",4.9,0
"6600",23,1
"6601",19.9,1
"6602",49.8,0
"6603",31.7,0
"6604",22.6,0
"6605",18.7,1
"6606",29.9,0
"6607",17.7,1
"6608",29.1,0
"6609",64.8,0
"6610",64.9,0
"6611",31.8,0
"6612",7.2,1
"6613",31.9,0
"6614",5.1,1
"6615",48.5,0
"6616",21.7,0
"6617",40.7,1
"6618",19.7,1
"6619",52.7,1
"6620",24.2,1
"6621",38.3,0
"6622",26,0
"6623",47.2,0
"6624",41.2,0
"6625",23,1
"6626",34.8,1
"6627",0.7,0
"6628",10.4,0
"6629",1.7,1
"6630",18.5,0
"6631",24.3,1
"6632",26.5,0
"6633",57.5,0
"6634",24,1
"6635",25.1,1
"6636",1.7,1
"6637",8.6,0
"6638",61,1
"6639",60.7,1
"6640",52.7,0
"6641",5.3,0
"6642",31,0
"6643",23.5,0
"6644",23.7,0
"6645",5.3,1
"6646",5.5,0
"6647",13,1
"6648",10.1,1
"6649",26.7,1
"6650",0.6,1
"6651",32.2,1
"6652",25.7,0
"6653",0.2,1
"6654",9.6,0
"6655",25.8,1
"6656",48.9,0
"6657",23.9,1
"6658",21.5,0
"6659",28.6,0
"6660",7.1,1
"6661",3.5,1
"6662",20.6,0
"6663",3.3,1
"6664",29.1,0
"6665",36.5,1
"6666",32,1
"6667",10.7,1
"6668",62.1,0
"6669",50.8,1
"6670",26.4,1
"6671",0.5,1
"6672",58.6,0
"6673",81.9,1
"6674",36.7,1
"6675",37.2,0
"6676",45.6,0
"6677",20.8,1
"6678",5.4,0
"6679",36.3,1
"6680",34.7,1
"6681",31.5,1
"6682",36.5,0
"6683",0.4,0
"6684",18.9,1
"6685",20,1
"6686",32.9,0
"6687",26.4,1
"6688",26.5,1
"6689",48.9,1
"6690",48.7,1
"6691",17,1
"6692",50.7,1
"6693",59.9,1
"6694",22.8,0
"6695",49.7,0
"6696",18.7,1
"6697",0.2,1
"6698",8.7,1
"6699",16.3,1
"6700",7.8,1
"6701",5.1,0
"6702",21.8,1
"6703",30.8,0
"6704",8.5,1
"6705",46.3,1
"6706",40.3,1
"6707",46.2,1
"6708",0.3,1
"6709",47,1
"6710",0.6,1
"6711",34.4,1
"6712",60.7,0
"6713",51,1
"6714",27.7,1
"6715",19.7,0
"6716",0.3,1
"6717",49.8,0
"6718",0.6,0
"6719",1.9,1
"6720",38.7,0
"6721",27.7,1
"6722",25.5,0
"6723",20.9,0
"6724",30.6,1
"6725",46.9,0
"6726",22.3,1
"6727",23.2,1
"6728",31.9,0
"6729",0.5,0
"6730",29.9,0
"6731",25,1
"6732",23.5,1
"6733",5.8,1
"6734",21.7,1
"6735",33.8,1
"6736",33.8,1
"6737",38.7,0
"6738",18.7,0
"6739",21.7,1
"6740",21.9,0
"6741",0.5,1
"6742",67.9,0
"6743",0.2,0
"6744",25.2,0
"6745",6.8,1
"6746",16.7,1
"6747",36.1,1
"6748",0.1,0
"6749",38.8,0
"6750",58.7,0
"6751",27.8,0
"6752",26.9,0
"6753",45.7,1
"6754",44.7,1
"6755",36.4,0
"6756",6.7,1
"6757",58.9,0
"6758",44.5,1
"6759",38.7,0
"6760",10.7,0
"6761",11.8,0
"6762",42.7,0
"6763",17.7,0
"6764",9.9,0
"6765",11.9,0
"6766",15.9,1
"6767",25.1,0
"6768",30.2,0
"6769",19.8,1
"6770",20.4,1
"6771",18.4,0
"6772",18.9,1
"6773",52.7,0
"6774",0.3,0
"6775",35.2,0
"6776",53.6,0
"6777",28,0
"6778",26.5,1
"6779",16.8,1
"6780",50.8,0
"6781",30.3,1
"6782",29.8,1
"6783",18.8,1
"6784",15.8,1
"6785",0.8,1
"6786",26.9,0
"6787",7.9,1
"6788",16.7,1
"6789",17.8,1
"6790",16.7,1
"6791",21,1
"6792",24.7,1
"6793",15.7,1
"6794",29.6,1
"6795",18.3,1
"6796",35.4,1
"6797",0.4,0
"6798",47.9,0
"6799",13.8,1
"6800",0.8,1
"6801",19.9,1
"6802",22.7,1
"6803",17.8,1
"6804",31.8,1
"6805",17.8,1
"6806",23.7,1
"6807",20.5,1
"6808",37.8,0
"6809",5.7,1
"6810",49.8,0
"6811",30.7,0
"6812",5.7,0
"6813",18.8,0
"6814",11,1
"6815",49.9,1
"6816",29.8,1
"6817",49.8,1
"6818",34,1
"6819",36.5,1
"6820",32.2,0
"6821",5.2,0
"6822",27.3,0
"6823",50,0
"6824",7.1,1
"6825",34.4,1
"6826",25.7,0
"6827",23.8,1
"6828",3.5,1
"6829",23.3,0
"6830",5.6,0
"6831",35.6,1
"6832",15.9,1
"6833",50.7,0
"6834",16.7,1
"6835",16.8,1
"6836",15.7,1
"6837",30.9,0
"6838",15.3,0
"6839",15.8,1
"6840",50.8,0
"6841",11.1,1
"6842",58.7,0
"6843",56.8,1
"6844",2.5,0
"6845",7.7,0
"6846",47.5,1
"6847",0.5,1
"6848",17.7,1
"6849",11.8,0
"6850",55.2,0
"6851",18.6,1
"6852",18.7,1
"6853",53.5,0
"6854",19.6,0
"6855",2.4,0
"6856",27.7,1
"6857",17.7,1
"6858",53.5,0
"6859",16.7,1
"6860",23.8,1
"6861",17.8,1
"6862",18.3,1
"6863",19.9,1
"6864",15.8,1
"6865",18.8,1
"6866",58.8,1
"6867",52.8,0
"6868",22,0
"6869",3.5,1
"6870",25.8,1
"6871",23.7,1
"6872",18.4,0
"6873",30.8,0
"6874",3.2,1
"6875",46.4,1
"6876",18.7,1
"6877",26.9,1
"6878",26.8,1
"6879",39.4,0
"6880",39.5,0
"6881",3,1
"6882",40,0
"6883",40.2,0
"6884",21.9,1
"6885",55.8,1
"6886",18.1,1
"6887",9.7,0
"6888",7.1,0
"6889",11.1,0
"6890",26.6,0
"6891",24.8,0
"6892",24.3,1
"6893",14.9,1
"6894",64,1
"6895",22.1,0
"6896",0.9,0
"6897",44.8,0
"6898",12.7,1
"6899",61.8,0
"6900",22,1
"6901",0.9,0
"6902",1.5,0
"6903",1.6,1
"6904",9.7,0
"6905",22.7,0
"6906",15.7,0
"6907",42.8,0
"6908",1.6,0
"6909",14.8,0
"6910",48.5,0
"6911",23.1,0
"6912",1.8,0
"6913",2,1
"6914",1.2,0
"6915",17.5,0
"6916",12.9,1
"6917",42.7,0
"6918",88.7,1
"6919",4.9,0
"6920",10.9,0
"6921",30.3,1
"6922",22.8,0
"6923",20.8,0
"6924",25.1,0
"6925",22.3,0
"6926",34.3,1
"6927",20.3,0
"6928",4.3,0
"6929",29.1,1
"6930",29.4,1
"6931",10.8,0
"6932",42.7,0
"6933",24.8,0
"6934",1.3,0
"6935",15.7,1
"6936",18.1,1
"6937",10.1,0
"6938",15.9,1
"6939",19.7,0
"6940",1.2,1
"6941",27.9,0
"6942",32.8,0
"6943",33,0
"6944",25.8,1
"6945",38.1,0
"6946",4.2,1
"6947",7,1
"6948",26.3,0
"6949",46,1
"6950",37.9,0
"6951",38.3,0
"6952",22.7,1
"6953",42.5,0
"6954",1,0
"6955",18.4,0
"6956",47.9,1
"6957",41,1
"6958",10.1,0
"6959",8.5,0
"6960",47.8,0
"6961",1.3,1
"6962",1.7,1
"6963",16.8,0
"6964",36.2,1
"6965",5.9,0
"6966",60.9,1
"6967",48.8,1
"6968",46.7,1
"6969",44.9,1
"6970",38.9,0
"6971",31.6,1
"6972",40.7,1
"6973",0.8,0
"6974",21.3,0
"6975",25.8,1
"6976",20.5,0
"6977",33.8,0
"6978",8.9,0
"6979",34.7,1
"6980",2.4,1
"6981",1.1,1
"6982",31.4,0
"6983",3.4,1
"6984",21.5,0
"6985",2.6,1
"6986",2.3,0
"6987",35.8,0
"6988",9.2,1
"6989",31.6,1
"6990",32.7,0
"6991",37.8,0
"6992",8.9,0
"6993",3.9,0
"6994",4.1,0
"6995",26.8,0
"6996",8.8,1
"6997",4.1,0
"6998",3.7,1
"6999",2.2,1
"7000",6.9,0
"7001",22.6,1
"7002",56.9,1
"7003",60,0
"7004",3.3,0
"7005",21,1
"7006",2.8,1
"7007",17.8,1
"7008",28.5,0
"7009",1.9,1
"7010",75.9,0
"7011",0.3,0
"7012",2.4,1
"7013",74.9,0
"7014",23.7,1
"7015",28.8,1
"7016",18.7,1
"7017",24.7,1
"7018",5.4,0
"7019",53.5,1
"7020",37.9,1
"7021",40.9,0
"7022",36.7,0
"7023",18.9,0
"7024",18.9,0
"7025",27.2,0
"7026",32.6,1
"7027",0.6,0
"7028",46.7,0
"7029",69.9,1
"7030",34.5,0
"7031",1.9,0
"7032",27.6,0
"7033",33.8,1
"7034",32.8,1
"7035",2,1
"7036",44.8,0
"7037",34.4,0
"7038",7,1
"7039",24.7,1
"7040",18.9,1
"7041",18.8,1
"7042",26.8,1
"7043",17.2,1
"7044",56.8,1
"7045",50.8,1
"7046",35.7,0
"7047",20.9,1
"7048",40.9,1
"7049",22.9,0
"7050",3.6,0
"7051",26.8,1
"7052",9.7,1
"7053",25.9,1
"7054",7.8,1
"7055",2.8,1
"7056",45.8,1
"7057",52.4,1
"7058",52.7,1
"7059",44.9,0
"7060",3.2,1
"7061",24.8,0
"7062",3.4,1
"7063",44.8,0
"7064",31.4,1
"7065",61.4,1
"7066",4.7,0
"7067",53,0
"7068",43.8,1
"7069",3.1,1
"7070",5.8,1
"7071",45.8,1
"7072",58.8,0
"7073",58.8,0
"7074",45.5,1
"7075",26.1,0
"7076",25.5,1
"7077",28.9,1
"7078",23.1,1
"7079",29.5,0
"7080",39.4,1
"7081",39,1
"7082",23.7,0
"7083",50,1
"7084",57.8,0
"7085",30.8,1
"7086",22.7,1
"7087",25.6,0
"7088",22.8,1
"7089",18.8,0
"7090",26.4,1
"7091",38.1,0
"7092",22.9,1
"7093",42.7,0
"7094",51.4,0
"7095",58.9,1
"7096",24.1,0
"7097",18.4,1
"7098",22.9,0
"7099",28.6,0
"7100",0.1,1
"7101",4.8,1
"7102",4.6,1
"7103",10.6,0
"7104",24.5,0
"7105",35.9,0
"7106",25.6,1
"7107",39,0
"7108",24.4,0
"7109",22.9,0
"7110",33.5,1
"7111",15.8,1
"7112",26.9,0
"7113",60.8,0
"7114",31.3,1
"7115",20.7,0
"7116",1.6,0
"7117",24.1,0
"7118",22.8,1
"7119",32.8,1
"7120",4.8,0
"7121",7.4,1
"7122",30.4,0
"7123",0.9,0
"7124",28.4,0
"7125",29,0
"7126",47.5,0
"7127",47.7,0
"7128",47.8,0
"7129",27.8,0
"7130",39.4,1
"7131",39.5,1
"7132",33.1,1
"7133",11,1
"7134",5.5,1
"7135",19.9,1
"7136",21.8,1
"7137",31.8,1
"7138",19.7,1
"7139",24.8,1
"7140",1,0
"7141",18.8,1
"7142",15.2,1
"7143",19.7,1
"7144",22.7,1
"7145",45.8,1
"7146",3.8,1
"7147",1.8,1
"7148",24.8,0
"7149",31.7,1
"7150",0.1,0
"7151",18.7,0
"7152",34.8,0
"7153",7.1,1
"7154",0.6,1
"7155",40.8,0
"7156",4.8,1
"7157",55.8,1
"7158",60.8,0
"7159",17,1
"7160",38.2,1
"7161",38.1,1
"7162",5.6,0
"7163",14.6,1
"7164",29.8,1
"7165",45.8,0
"7166",31.2,1
"7167",70.9,0
"7168",2.5,1
"7169",3.5,0
"7170",51.7,1
"7171",42.2,0
"7172",42.2,0
"7173",20.8,0
"7174",24.3,1
"7175",25.1,1
"7176",20.8,1
"7177",28.2,1
"7178",2.7,1
"7179",29.1,1
"7180",30.7,1
"7181",53.6,1
"7182",53.8,1
"7183",40.8,0
"7184",40,0
"7185",56.6,0
"7186",0.7,1
"7187",56.8,0
"7188",2.9,1
"7189",4.7,1
"7190",21.7,0
"7191",32.5,1
"7192",27.3,1
"7193",2.4,1
"7194",3.7,0
"7195",0.8,1
"7196",0.2,1
"7197",21.6,1
"7198",22.8,1
"7199",20.5,1
"7200",20.8,1
"7201",59.8,0
"7202",16.7,0
"7203",6.7,1
"7204",4.9,0
